cityname,lat,lng
china/shizuishan/dawukouhuanghedongjie/,39.0153,106.3717
china/shizuishan/huinongnandajie/,39.2282,106.7704
china/shizuishan/hongguozizhenhuixinjie/,39.1292,106.7096
shizuishan/,38.984346,106.383047
china/wulumuqi/jiancezhan/,43.8303,87.5801
china/wulumuqi/shoufeisuo/,43.768,87.6046
china/wulumuqi/xinjiangnongkeyuannongchang/,87.4754,43.9469
china/wulumuqi/tieluju/,43.8711,87.5525
china/wulumuqi/sanshiyizhongxue/,43.831,87.6432
china/wulumuqi/qishisizhongxue/,43.8729,87.4171
china/wulumuqi/midongquhuanbaoju/,87.6444,43.962
wulumuqi/,43.825645,87.616823
china/kuerle/kongquegongyuan/,41.7511,86.1461
china/kuerle/mianfangchang/,41.7192,86.2022
china/kuerle/jingjikaifaqu/,41.7128,86.2381
korla/,41.725891,86.174633
china/kelamayi/baijiantanqu/,45.6886,85.1186
china/kelamayi/changzhengxincun/,45.6033,84.8861
china/kelamayi/dushanziqu/,84.8983,44.3336
china/kelamayi/wuerhequshangmaolou/,85.6931,46.0872
china/kelamayi/nanlinxiaoqu/,45.5828,84.8897
karamay/,84.889207,45.579889
kashi/,39.4704,75.989755
china/kashidiqu/xunjingdadui/,39.5371,75.9828
china/kashidiqu/wuban/,39.4699,75.9771
china/kashidiqu/shihuanjingjiancezhan/,75.9435,39.4365
yili/,43.936771,81.324433
china/yilihasakezhou/shihuanbaoju/,43.9404,81.2815
china/yilihasakezhou/xinzhengfupianqu/,43.895,81.2867
china/yilihasakezhou/diershuichang/,43.941,81.3364
china/tulufandiqu/shihuanbaoju/,42.9409,89.191
china/tulufandiqu/diquhuanbaoju/,42.9559,89.1673
china/hamidiqu/diqujiancezhan/,93.5128,42.8172
china/hamidiqu/hamishifanxuexiao/,42.8328,93.4961
china/changjizhou/tianshantianchi/,87.9897,44.1564
china/changjizhou/zhoujiancezhan/,44.0114,87.2997
china/changjizhou/xinquzhengwuzhongxin/,44.0297,87.2717
china/akesudiqu/dianshitai/,80.2828,41.1636
china/akesudiqu/yishuzhongxin/,41.1933,80.2956
china/kezilesuzhou/shirenminzhengfu/,39.7153,76.1861
china/hetiandiqu/diquzhan/,37.1152,79.9485
china/hetiandiqu/gujiangbagexiangyuanna/,37.1013,79.9117
china/tachengdiqu/dongmenwaixiaoyouyuan/,46.7432,82.9994
china/aletaidiqu/xiaodonggou/,47.9047,88.1214
china/aletaidiqu/shizhan/,47.8515,88.1267
china/shihezi/aiqingshigeguan/,44.2967,86.0497
china/shihezi/yangguangxuexiao/,44.3075,86.0697
china/wujiaqu/nongshuidaxia/,44.1756,87.5475
china/gannanzhou/huanbaoju/,,
china/linxiazhou/huanbaoju/,103.2139,35.6039
china/linxiazhou/zhouweidangxiao/,103.2064,35.5997
ulaanbaatar/us-embassy/,47.928387,106.92947
luxembourg/beidweiler/,49.72249985,6.30528069
luxembourg/esch/alzette/,49.50527954,5.97667503
luxembourg/luxembourg-bonnevoie/,49.59833,6.138058
kosovo/pristina/us-consulate/,42.661995,21.15055
kuwait/kuwait-city/us-embassy/,48.04768,29.292316
macau/calcada-do-poco/,22.195833,113.544722
macau/taipa-grande/,113.565,22.16
macau/subestacao-macau-norte/,22.213889,113.542778
macau/parque-central-da-taipa/,22.158083,113.554591
macau/coloane/,22.12527778,113.5544444
vietnam/hanoi/us-embassy/,21.0215063,105.8188748
vietnam/hanoi/unis/,21.0811211,105.8180306
vietnam/hanoi/,21.0491,105.8831
vietnam/ho-chi-minh-city/us-consulate/,106.700711,10.782978
vietnam/da-nang/,108.217,16.074
vietnam/nha-trang/,12.284358,109.192524
vietnam/hue/,16.46226,107.596351
vietnam/viet-tri/,21.33847,105.3673
vietnam/ha-long/,20.9416,107.1158
taiwan/matzu/,26.160469,119.949875
taiwan/dongyin/,26.376667,120.506667
taiwan/kinmen/,24.432133,118.312256
taiwan/magong/,23.569031,119.566158
taiwan/keelung/,25.129167,121.760056
taiwan/sijhih/,25.065669,121.6408
taiwan/wanli/,25.179667,121.689881
taiwan/sindian/,24.977222,121.537778
taiwan/banciao/,25.012972,121.458667
taiwan/sinjhuang/,25.037972,121.4325
taiwan/linkou/,121.365703,25.07857
taiwan/danshuei/,25.1645,121.449239
taiwan/sanchong/,25.072611,121.493806
taiwan/yonghe/,25.017,121.516306
taiwan/tucheng/,24.982528,121.451861
taiwan/cailiao/,25.06895,121.481028
taiwan/shihlin/,25.105417,121.515389
taiwan/jhongshan/,121.526528,25.062361
taiwan/wanhua/,25.046503,121.507972
taiwan/gutin/,25.020608,121.529556
taiwan/songshan/,25.05,121.578611
taiwan/datong/,121.513311,25.0632
taiwan/yangming/,25.182722,121.529583
taiwan/taoyuan/,24.994789,121.319964
taiwan/dayuan/,25.060344,121.201811
taiwan/guanyin/,25.035503,121.082761
taiwan/pingzhen/,24.952786,121.203986
taiwan/longtan/,24.863869,121.21635
taiwan/jhongli/,24.953278,121.221667
taiwan/hukou/,24.900142,121.038653
taiwan/jhudong/,24.740644,121.088903
taiwan/hsinchu/,24.805619,120.972075
taiwan/toufen/,24.696969,120.898572
taiwan/miaoli/,120.8202,24.565269
taiwan/sanyi/,24.382942,120.758833
taiwan/fongyuan/,24.256586,120.741711
taiwan/shalu/,24.225628,120.568794
taiwan/dali/,24.099611,120.677689
taiwan/jhongming/,24.151958,120.641092
taiwan/situn/,120.616917,24.162197
taiwan/siansi/,24.131672,120.469061
taiwan/changhua/,24.066,120.541519
taiwan/erlin/,23.925175,120.409653
taiwan/jhushan/,23.756389,120.677306
taiwan/puli/,23.968842,120.967903
taiwan/nantou/,120.685306,23.913
taiwan/douliou/,23.711853,120.544994
taiwan/lunbei/,23.757547,120.348742
taiwan/taisi/,23.717533,120.202842
taiwan/mailiao/,23.753506,120.251825
taiwan/singang/,23.554839,120.345531
taiwan/puzih/,23.465308,120.24735
taiwan/chiayi/,23.462778,120.440833
taiwan/shanhua/,23.115097,120.297142
taiwan/annan/,23.048197,120.2175
taiwan/tainan/,22.984581,120.202617
taiwan/sinying/,120.31725,23.305633
taiwan/meinong/,22.883583,120.530542
taiwan/ciaotou/,22.757506,120.305689
taiwan/renwu/,22.689056,120.332631
taiwan/fongshan/,22.627392,120.358083
taiwan/linyuan/,22.4795,120.41175
taiwan/nanzih/,22.733667,120.328289
taiwan/zuoying/,22.674861,120.292917
taiwan/cianjin/,22.632567,120.288086
taiwan/cianjhen/,22.605386,120.307564
taiwan/siaogang/,120.337736,22.565833
taiwan/daliao/,22.565747,120.425081
taiwan/fusing/,120.312017,22.608711
taiwan/pingtung/,22.673081,120.488033
taiwan/chaojhou/,22.523108,120.561175
taiwan/hengchun/,21.958069,120.788928
taiwan/yilan/,121.746394,24.747917
taiwan/dongshan/,24.632203,121.792928
taiwan/taitung/,22.755358,121.15045
taiwan/guanshan/,23.045083,121.161933
taiwan/hualien/,23.971306,121.599769
singapore/north/,103.7960862,1.4296436
singapore/south/,1.296183,103.846181
singapore/east/,1.3645924,103.9477547
singapore/west/,1.3880078,103.698064
singapore/central/,1.3666667,103.8
seoul/,37.566535,126.9779692
goyang/,37.6583599,126.8320201
gwangju/,35.1595454,126.8526012
bucheon/,37.5034138,126.7660309
seongnam/,37.4449168,127.1388684
suwon/,37.2635727,127.0286009
siheung/,37.3798877,126.8031025
ansan/,37.3218778,126.8308848
anyang-si/,37.3942527,126.9568209
incheon/,37.4562557,126.7052062
cheonan/,36.815129,127.1138939
daejeon/,36.3504119,127.3845475
cheongju/,36.6424341,127.4890319
busan/,35.1795543,129.0756416
ulsan/,35.5383773,129.3113596
daegu/,35.8714354,128.601445
gumi/,36.119485,128.3445734
pohang/,36.0190178,129.3434808
gimhae/,35.2285451,128.8893517
jinju/,35.1799817,128.1076213
gwangyang/,34.9406968,127.6958882
suncheon/,34.950637,127.4872135
yeosu/,34.7603737,127.6622221
gunsan/,35.9676772,126.7366293
iksan/,126.9575991,35.9482858
jeonju/,35.8242238,127.1479532
korea/seoul/gangnam-gu/,37.496978,127.056558
korea/seoul/gangdong-gu/,37.545089,127.136806
korea/seoul/gangbuk-gu/,37.637903,127.029119
korea/seoul/gangseo-gu/,37.544656,126.835094
korea/seoul/gwanak-gu/,37.488242,126.927089
korea/seoul/gwangjin-gu/,37.544639,127.095706
korea/seoul/guro-gu/,37.480178,126.892606
korea/seoul/geumcheon-gu/,37.452386,126.908333
korea/seoul/nowon-gu/,37.65885,127.06845
korea/seoul/dobong-gu/,37.654278,127.029333
korea/seoul/dongdaemun-gu/,37.576169,127.029642
korea/seoul/dongjak-gu/,37.480989,126.971547
korea/seoul/mapo-gu/,126.945167,37.550133
korea/seoul/seodaemun-gu/,37.576578,126.937972
korea/seoul/seocho-gu/,126.994611,37.504547
korea/seoul/seongdong-gu/,37.543106,127.041278
korea/seoul/seongbuk-gu/,37.606667,127.027264
korea/seoul/songpa-gu/,37.521597,127.124264
korea/seoul/yangcheon-gu/,126.858689,37.523286
korea/seoul/yeongdeungpo-gu/,37.525,126.897403
korea/seoul/yongsan-gu/,37.540314,127.005083
korea/seoul/eunpyeong-gu/,37.610583,126.933144
korea/seoul/jongno-gu/,37.572025,127.005028
korea/seoul/jung-gu/,126.975961,37.564639
korea/seoul/jungnang-gu/,37.584953,127.094283
korea/seoul/seouryeok/,37.549389,126.971519
korea/seoul/cheonggyecheon/,37.56865,126.998083
korea/seoul/jongro/,37.570633,126.996783
korea/seoul/gangbyeonbukro/,37.539283,127.040943
korea/seoul/dongdaemun/,37.565489,127.007775
korea/seoul/cheongryang-ri/,37.580167,127.044856
korea/seoul/naebusunhwanro/,37.6077,127.0022
korea/seoul/sinchon/,37.554936,126.937619
korea/seoul/gonghangro/,37.56282167,126.8260717
korea/seoul/yeongdeungpo/,37.520222,126.904967
korea/seoul/dongjakdaero-jungangcharo/,37.49210722,126.9832456
korea/seoul/sinsa-dong/,127.019694,37.516083
korea/seoul/yangjaejungangcharo/,37.482867,127.035621
korea/seoul/gil-dong/,37.534035,127.139172
korea/seoul/taereung/,37.617315,127.075319
korea/seoul/sinchon-ro/,37.554936,126.937619
korea/seoul/yeongdeungpo-ro/,37.520222,126.904967
korea/gyeonggi/gapyeong-gun/,37.831217,127.509769
korea/gyeonggi/goyang-si/,37.685514,126.813441
korea/gyeonggi/gwacheon-si/,37.448806,127.002329
korea/gyeonggi/gwangmyeong-si/,126.884909,37.452158
korea/gyeonggi/gwangju-si/,37.411159,127.257971
korea/gyeonggi/guri-si/,37.594459,127.129744
korea/gyeonggi/gunpo-si/,37.361658,126.933641
korea/gyeonggi/gimpo-si/,37.606724,126.762831
korea/gyeonggi/namnyangju-si/,37.635612,127.216188
korea/gyeonggi/dongducheon-si/,127.061291,37.917603
korea/gyeonggi/bucheon-si/,37.526617,126.8065
korea/gyeonggi/seongnam-si/,37.382662,127.119103
korea/gyeonggi/suwon-si/,37.26334,127.02863
korea/gyeonggi/siheung-si/,126.727109,37.348602
korea/gyeonggi/ansan-si/,37.331632,126.801758
korea/gyeonggi/ansung-si/,37.007863,127.279856
korea/gyeonggi/anyang-si/,37.402326,126.97107
korea/gyeonggi/yangju-si/,37.698672,127.204729
korea/gyeonggi/yangpyeong-gun/,37.4856,127.594771
korea/gyeonggi/yeoju-gun/,37.298663,127.628936
korea/gyeonggi/yeoncheon-gun/,127.074844,38.096445
korea/gyeonggi/osan-si/,37.159193,127.07706
korea/gyeonggi/yongin-si/,37.234474,127.201408
korea/gyeonggi/uiwang-si/,37.347812,126.97592
korea/gyeonggi/icheon-si/,37.282657,127.440513
korea/gyeonggi/paju-si/,37.756308,126.773898
korea/gyeonggi/pyeongtaek-si/,36.992162,127.112774
korea/gyeonggi/pocheon-si/,37.85411,127.15906
korea/gyeonggi/hanam-si/,37.539109,127.214608
korea/gyeonggi/hwaseong-si/,37.132356,126.920186
korea/gyeonggi/uijeongbu-si/,37.735582,127.040421
korea/gyeonggi/goyang-si/haengsin-dong/,126.832204,37.637246
korea/gyeonggi/gwacheon-si/byeoryang-dong/,37.423889,126.994512
korea/gyeonggi/gwangmyeong-si/cheolsan-dong/,37.476221,126.86981
korea/gyeonggi/guri-si/donggu-dong/,37.61845,127.13832
korea/gyeonggi/gunpo-si/dang-dong/,37.35368,126.945156
korea/gyeonggi/gimpo-si/tongjin-eup/,37.6919,126.597324
korea/gyeonggi/gimpo-si/sau-dong/,37.619335,126.716748
korea/gyeonggi/bucheon-si/sang/,37.493927,126.770095
korea/gyeonggi/bucheon-si/simgok-dong/,37.480006,126.799936
korea/gyeonggi/bucheon-si/nae-dong/,37.519908,126.773668
korea/gyeonggi/seongnam-si/jeongja/,37.361416,127.11153
korea/gyeonggi/seongnam-si/dandae-dong/,37.449479,127.155512
korea/gyeonggi/seongnam-si/sangdaewon1-dong/,37.433169,127.164372
korea/gyeonggi/seongnam-si/sangdaewon-dong/,37.390588,127.077838
korea/gyeonggi/seongnam-si/bokjeong-dong/,37.45637,127.130586
korea/gyeonggi/suwon-si/yeongtong-dong/,37.246927,127.056315
korea/gyeonggi/suwon-si/uman-dong/,37.291272,127.070818
korea/gyeonggi/suwon-si/sinpung-dong/,37.283798,127.010472
korea/gyeonggi/suwon-si/cheoncheon-dong/,126.975303,37.292756
korea/gyeonggi/suwon-si/gosaek-dong/,37.252226,126.976304
korea/gyeonggi/siheung-si/jeongwang-dong/,37.346812,126.740083
korea/gyeonggi/siheung-si/daeya-dong/,37.443057,126.788402
korea/gyeonggi/ansan-si/hosu-dong/,37.304889,126.833521
korea/gyeonggi/ansan-si/bugok-dong/,37.301231,126.845074
korea/gyeonggi/ansan-si/daebu-dong/,126.585286,37.243462
korea/gyeonggi/ansan-si/bono/,37.301231,126.845074
korea/gyeonggi/ansan-si/gojan-dong/,126.832089,37.322304
korea/gyeonggi/ansan-si/wonsi-dong/,37.305255,126.788503
korea/gyeonggi/anyang-si/anyang-6dong/,37.389996,126.930583
korea/gyeonggi/anyang-si/burim-dong/,37.394327,126.956859
korea/gyeonggi/anyang-si/hogye-dong/,126.952641,37.381136
korea/gyeonggi/yangju-si/gwangjeok-myeon/,37.79239,126.987168
korea/gyeonggi/yongin-si/giheung/,37.280224,127.11514
korea/gyeonggi/yongin-si/suji/,37.327927,127.095215
korea/gyeonggi/uiwang-si/bugok/,37.319402,126.950434
korea/gyeonggi/uijeongbu-si/uijeongbu/,37.746355,127.047652
korea/gyeonggi/paju-si//,37.756308,126.773898
korea/gyeonggi/pyeongtaek-si/anjung/,36.985703,126.931939
korea/gyeonggi/pyeongtaek-si/pyeongtaekhang/,36.974605,126.84554
korea/gyeonggi/hwaseong-si/dongtan-dong/,37.196921,127.0723
korea/gyeonggi/hwaseong-si/namyang-dong/,37.211479,126.824001
korea/gyeonggi/dongsuwon/,37.276484,127.030676
korea/gyeonggi/baekhyeon-dong/,37.380158,127.091844
korea/gyeonggi/moranyeok/,37.432149,127.129021
korea/gyeonggi/jungangro1/,37.316703,126.82792
korea/gyeonggi/maduyeok/,126.758842,37.648629
korea/gyeonggi/gugal-dong/,37.275324,127.113744
korea/gyeonggi/seolseong-myeon/,37.138467,127.54645
korea/gyeonggi/gwanin-myeon/,38.123833,127.25235
korea/gyeonggi/gyenamgongwon/,37.506538,126.759193
korea/gyeonggi/tanbeol-dong/,,
korea/gyeonggi/gangha-myeon/,37.510904,127.407405
korea/incheon/ganghwa-gun/,37.764444,126.463333
korea/incheon/gyeyang-gu/,37.546111,126.730278
korea/incheon/nam-gu/,37.463889,126.65
korea/incheon/namdong-gu/,37.404839,126.697158
korea/incheon/dong-gu/,37.473818,126.643199
korea/incheon/bupyeong-gu/,126.724167,37.5
korea/incheon/seo-gu/,37.602222,126.661389
korea/incheon/yeonsu-gu/,37.409493,126.678309
korea/incheon/jung-gu/,126.635,37.468333
korea/incheon/namdong-gu/guwol/,37.449722,126.724167
korea/incheon/namdong-gu/nonhyeon/,37.404167,126.726111
korea/incheon/seo-gu/seongnam/,37.502778,126.674722
korea/incheon/seo-gu/yeonhui/,126.675833,37.545556
korea/incheon/seo-gu/wondang/,37.5941,126.6986
korea/incheon/jung-gu/unseo/,37.49659,126.487769
korea/incheon/seokbawi/,37.457778,126.690833
korea/incheon/bupyeongyeok/,37.482874,126.704943
korea/incheon/songhyeon/,37.480664,126.63582
korea/incheon/seokmo-ri/,37.70805,126.28135
korea/incheon/deokjeokdo/,37.233041,126.149272
korea/incheon/baekryeongdo/,37.938413,124.645669
korea/gangwon/gangneung-si/,37.7601328,128.9028489
korea/gangwon/donghae-si/,37.5247935,129.1140452
korea/gangwon/samcheok-si/,37.4425401,129.168344
korea/gangwon/wonju-si/,37.3368629,127.947929
korea/gangwon/chuncheon-si/,37.875747,127.720764
korea/gangwon/wonju-si/jungang-dong/,37.3528063,127.9475408
korea/gangwon/chuncheon-si/seoksa-dong/,37.8569773,127.7500616
korea/gangwon/bangsan-myeon/,38.224433,127.958583
korea/gangwon/bukpyeong-myeon/,37.43005,128.664717
korea/gangwon/ganseong-eup/,38.285319,128.390769
korea/gangwon/chiaksan/,128.12555,37.360494
korea/chungnam/dangjin-gun/,37.021306,126.462389
korea/chungnam/seosan-si/,36.99159,126.368236
korea/chungnam/asan-si/,36.782917,127.0145
korea/chungnam/cheonan-si/,36.814171,127.152144
korea/chungnam/dangjin-gun/jeonggokri/,36.941944,126.723417
korea/chungnam/seosan-si/dongmun-dong/,36.779889,126.456083
korea/chungnam/cheonan-si/baekseong-dong/,36.825139,127.110639
korea/chungnam/seongseong-dong/,36.839225,127.137578
korea/chungnam/sagok-myeon/,127.030853,36.526284
korea/chungnam/pado-ri/,36.736316,126.132168
korea/daejeon/daedeok-gu/,36.372778,127.417222
korea/daejeon/seo-gu/,36.304667,127.366717
korea/daejeon/yuseong-gu/,36.372411,127.373938
korea/daejeon/jung-gu/,36.316111,127.437778
korea/daejeon/dong-gu/,36.344444,127.437222
korea/daejeon/daedeok-gu/munpyeong-dong/,36.446944,127.404722
korea/daejeon/seo-gu/dunsan-dong/,127.383056,36.354444
korea/daejeon/yuseong-gu/noeun-dong/,36.3682,127.3185
korea/daejeon/daeheungdong1/,36.323889,127.418333
korea/daejeon/wolpyeong-dong/,36.351111,127.354167
korea/chungbuk/dannyang-gun/,37.0334,128.2957
korea/chungbuk/jecheon-si/,37.145137,128.220664
korea/chungbuk/cheongwon-gun/,127.421992,36.709057
korea/chungbuk/cheongju-si/,36.608818,127.501293
korea/chungbuk/chungju-si/,36.964567,127.926158
korea/chungbuk/cheongju-si/munhwa-dongcheongju/,36.635758,127.492324
korea/chungbuk/cheongju-si/songjeong-dong/,127.436808,36.644697
korea/chungbuk/cheongju-si/naedeok-dong/,36.66608,127.474924
korea/chungbuk/chungju-si/chilgeum-dong/,36.982086,127.919206
korea/chungbuk/bokdae-dong/,36.634423,127.447045
korea/chungbuk/cheongcheon-myeon/,36.730926,127.804682
korea/chungbuk/jincheon-eup/,36.855086,127.441228
korea/busan/gangseo-gu/,35.210105,128.955002
korea/busan/geumjeong-gu/,35.274045,129.090793
korea/busan/gijang-gun/,35.246423,129.212088
korea/busan/nam-gu/,129.086128,35.129493
korea/busan/dong-gu/,129.045401,35.129415
korea/busan/dongnae-gu/,35.204728,129.1042
korea/busan/busanjin-gu/,35.153018,129.064114
korea/busan/buk-gu/,129.019883,35.215858
korea/busan/sasang-gu/,35.154292,128.979342
korea/busan/saha-gu/,35.082937,128.967648
korea/busan/seo-gu/,35.114404,129.017251
korea/busan/suyeong-gu/,35.152309,129.108101
korea/busan/yeonje-gu/,35.184734,129.078112
korea/busan/jung-gu/,35.099849,129.030344
korea/busan/yeongdo-gu/,35.063038,129.080909
korea/busan/haeun-daegu/,129.174062,35.170887
korea/busan/gangseo-gu/noksan-dong/,35.094304,128.855046
korea/busan/geumjeong-gu/bugok-dong/,35.2297487,129.09266
korea/busan/gijang-gun/yongsu-ri/,35.325306,129.178434
korea/busan/choryang-dong/,35.126753,129.046443
korea/busan/oncheon-dong/,35.206644,129.077751
korea/busan/danggam-dong/,35.157872,129.0479
korea/busan/jeonggwan-myeon/,35.359979,129.138714
korea/busan/jangjeon-dong/,35.234981,129.081352
korea/ulsan/nam-gu/,35.526111,129.325833
korea/ulsan/dong-gu/,35.502833,129.41455
korea/ulsan/buk-gu/,35.559667,129.371167
korea/ulsan/ulju-gun/,35.434783,129.314517
korea/ulsan/jung-gu/,35.554067,129.31995
korea/ulsan/nam-gu/bugok-dong/,35.497267,129.338967
korea/ulsan/nam-gu/sinjeong/,35.534722,129.308056
korea/ulsan/nam-gu/samsan-dong/,35.544367,129.3318
korea/ulsan/nam-gu/mugeo-dong/,35.551,129.260783
korea/ulsan/nam-gu/yeocheon-dong/,129.35925,35.516367
korea/ulsan/buk-gu/nongso-dong/,129.355149,35.625579
korea/ulsan/ulju-gun/samnam-myeon/,35.558331,129.113771
korea/ulsan/ulju-gun/hwasan-ri/,35.4381,129.337633
korea/ulsan/ulju-gun/sangnam-ri/,129.3055,35.49245
korea/ulsan/sinjeong2-dong/,35.532203,129.307442
korea/daegu/nam-gu/,35.8425,128.573333
korea/daegu/dalseo-gu/,35.836728,128.505625
korea/daegu/dalseong-gun/,35.6975,128.445833
korea/daegu/dong-gu/,35.887681,128.633376
korea/daegu/buk-gu/,128.552222,35.920278
korea/daegu/seo-gu/,128.546944,35.866389
korea/daegu/suseong-gu/,128.631653,35.830367
korea/daegu/jung-gu/,35.870833,128.586111
korea/daegu/dong-gu/yulha-dong/,35.869103,128.711015
korea/daegu/buk-gu/nowon-dong/,35.891111,128.565
korea/daegu/suseong-gu/manchon-dong/,35.861944,128.642222
korea/daegu/namsan-dong/,35.865403,128.591295
korea/daegu/pyeongri-dong/,35.87935,128.562478
korea/daegu/sangyeog-dong/,35.89101,128.608242
korea/daegu/sangyeog-dong/,35.89101,128.608242
korea/gyeongbuk/gyeongsan-si/,35.825174,128.743217
korea/gyeongbuk/gyeongju-si/,35.850801,129.207344
korea/gyeongbuk/gumi-si/,36.151209,128.449875
korea/gyeongbuk/gimcheon-si/,36.139828,128.113672
korea/gyeongbuk/andong-si/,36.564207,128.728086
korea/gyeongbuk/pohang-si/,35.980182,129.374795
korea/gyeongbuk/yeongju-si/,128.621826,36.810018
korea/gyeongbuk/gumi-si/wonpyeong-dong/,36.130742,128.32579
korea/gyeongbuk/gumi-si/hyeonggok-dong/,36.114033,128.335603
korea/gyeongbuk/gumi-si/gongdan-dong/,36.105052,128.384038
korea/gyeongbuk/pohang-si/daesong-myeon/,129.359954,35.968522
korea/gyeongbuk/pohang-si/jukdo-dong/,36.070725,129.380278
korea/gyeongbuk/pohang-si/industrial/,35.963042,129.376848
korea/gyeongbuk/pohang-si/daedo-dong/,36.018833,129.365867
korea/gyeongbuk/jipum-myeon/,36.447446,129.288041
korea/gyeongbuk/hwabuk-myeon/,36.112801,128.92785
korea/gyeongbuk/angye-myeon/,128.456533,36.3692
korea/gyeongbuk/taeha-dong/,37.518267,130.797917
korea/gyeongbuk/taeha-ri/,37.518636,130.7970965
korea/gyeongnam/geoje-si/,34.866,128.6921
korea/gyeongnam/gimhae-si/,35.243889,128.912222
korea/gyeongnam/sacheon-si/,35.082551,128.591316
korea/gyeongnam/yangsan-si/,35.345556,129.04
korea/gyeongnam/jinju-si/,35.193333,128.084167
korea/gyeongnam/changwon-si/,35.154972,128.689578
korea/gyeongnam/hadong-gun/,35.066944,127.751389
korea/gyeongnam/gimhae-si/jangyu-dong/,35.202364,128.807221
korea/gyeongnam/gimhae-si/dongsang-dong/,35.236667,128.883333
korea/gyeongnam/yangsan-si/ungsang-eup/,35.414667,129.172083
korea/gyeongnam/jinju-si/sangbong-dong/,35.198267,128.07805
korea/gyeongnam/jinju-si/sangdae-dong/,35.2102,128.1241
korea/gyeongnam/changwon-si/myeongseo-dong/,35.243417,128.64175
korea/gyeongnam/changwon-si/yongjidong/,35.236111,128.683889
korea/gyeongnam/changwon-si/hoewon-dong/,128.57425,35.21815
korea/gyeongnam/changwon-si/gaeumjeong-dong/,35.206733,128.6865
korea/gyeongnam/changwon-si/sapa-dong/,128.69825,35.221729
korea/gyeongnam/changwon-si/ungnam-dong/,35.217333,128.656617
korea/gyeongnam/changwon-si/bongam-dong/,35.2175,128.6025
korea/gyeongnam/bansongro/,35.232222,128.671389
korea/gyeongnam/jeogu-ri/,128.58745,34.71005
korea/gyeongnam/daesan-myeon/,35.371633,128.676483
korea/gyeongnam/namsang-myeon/,35.643167,127.9105
korea/jeonnam/gwangyang-si/,35.019997,127.71962
korea/jeonnam/mokpo-si/,34.804279,126.43457
korea/jeonnam/suncheon-si/,34.950357,127.487189
korea/jeonnam/yeosu-si/,34.850083,127.731933
korea/jeonnam/yeongam-gun/,34.766809,126.439193
korea/jeonnam/gwangyang-si/chilseong-ri/,34.980817,127.583116
korea/jeonnam/gwangyang-si/taein-dong/,127.757069,34.941868
korea/jeonnam/gwangyang-si/jung-dong/,34.937342,127.693427
korea/jeonnam/mokpo-si/yongdang-dong/,34.80593,126.391767
korea/jeonnam/suncheon-si/hoduri/,34.892081,127.572745
korea/jeonnam/suncheon-si/soonchunman/,127.50903,34.885971
korea/jeonnam/suncheon-si/yeonhyang-dong/,34.947102,127.518575
korea/jeonnam/yeosu-si/gwangmu-dong/,34.746958,127.727923
korea/jeonnam/yeosu-si/jusam-dong/,34.787623,127.653681
korea/jeonnam/yeosu-si/munsu-dong/,34.754549,127.70276
korea/jeonnam/yeosu-si/deokchung-dong/,34.7539,127.7468
korea/jeonnam/yeosu-si/yeocheon-dong/,34.766301,127.657507
korea/jeonnam/songdan-ri/,35.177167,127.175167
korea/jeonnam/jungheung-dong/,34.825049,127.673835
korea/jeonnam/golyag-dong/,34.910237,127.659517
korea/gwangju/gwangsan-gu/,35.140733,126.798833
korea/gwangju/nam-gu/,35.131917,126.8933
korea/gwangju/dong-gu/,126.92333,35.14583
korea/gwangju/buk-gu/,35.1743,126.9325
korea/gwangju/seo-gu/,35.156651,126.889699
korea/gwangju/gwangsan-gu/oseon-dong/,35.20413,126.8072
korea/gwangju/buk-gu/konkuk-dong/,35.23025,126.8623
korea/gwangju/chipyeong-dong/,35.151625,126.853292
korea/gwangju/unam-dong/,35.176106,126.856931
korea/jeonbuk/gochang-gun/,35.438094,126.71279
korea/jeonbuk/gunsan-si/,35.97285,126.700733
korea/jeonbuk/namwon-si/,35.409278,127.384754
korea/jeonbuk/iksan-si/,35.961633,127.004233
korea/jeonbuk/jeonju-si/,35.8235,127.1406
korea/jeonbuk/jeongeup-si/,126.849067,35.570267
korea/jeonbuk/gunsan-si/soryong-dong/,35.973333,126.651417
korea/jeonbuk/gunsan-si/gaejeong-dong/,35.964433,126.754533
korea/jeonbuk/iksan-si//,35.961633,127.004233
korea/jeonbuk/iksan-si/namjung-dong/,35.945317,126.9602
korea/jeonbuk/jeonju-si/palbok-dong/,35.851533,127.087
korea/jeonbuk/jeonju-si/taepyeong-dong/,35.823554,127.140585
korea/jeonbuk/geumam-dong/,35.836971,127.133025
korea/jeonbuk/unam-myeon/,35.610533,127.186217
korea/jeonbuk/buangun/,35.724121,127.228369
korea/jeonbuk/gimje-si/,35.80491,126.891416
korea/jeju/seogwipo-si/,33.261361,126.567093
korea/jeju/jeju-si/,33.48863,126.500055
korea/jeju/jeju-si/ido-dong/,33.500116,126.532371
korea/jeju/gosan-ri/,33.292471,126.162165
korea/sejong/sinheung-dong/,36.592906,127.292253
korea/sejong/areum-dong/,36.5177469,127.249653
thailand/bangkok/bansomdejchaopraya-rajabhat-university/,13.73287809,100.4860184
thailand/bangkok/nonsi-witthaya-school/,13.70804102,100.5473453
thailand/bangkok/ratburana-post-office/,13.66846068,100.505812
thailand/bangkok/thai-meteorological-department-bangna/,13.66611612,100.6057412
